cumTime	delTime	event	pitch	vel	chan	value
cumTime	delTime	event	pitch	vel	chan	value
21598	94	non	46	0	2	na
21600	2	non	46	110	2	na
21694	94	non	46	0	2	na
21792	98	non	46	110	2	na
21838	46	non	46	0	2	na
21840	2	non	46	110	2	na
21886	46	non	46	0	2	na
21888	2	non	47	110	2	na
21982	94	non	47	0	2	na
21984	2	non	47	110	2	na
22078	94	non	47	0	2	na
22080	2	non	47	110	2	na
22126	46	non	47	0	2	na
22128	2	non	49	110	2	na
22174	46	non	49	0	2	na
22176	2	non	51	110	2	na
22270	94	non	51	0	2	na
22272	2	non	42	110	2	na
22366	94	non	42	0	2	na
22368	2	non	42	110	2	na
22462	94	non	42	0	2	na
22560	98	non	42	110	2	na
22606	46	non	42	0	2	na
22608	2	non	42	110	2	na
22654	46	non	42	0	2	na
22656	2	non	44	110	2	na
22750	94	non	44	0	2	na
22752	2	non	44	110	2	na
22846	94	non	44	0	2	na
22944	98	non	44	110	2	na
22990	46	non	44	0	2	na
22992	2	non	44	110	2	na
23038	46	non	44	0	2	na
23040	2	non	46	110	2	na
23134	94	non	46	0	2	na
23136	2	non	46	110	2	na
23230	94	non	46	0	2	na
23328	98	non	46	110	2	na
23374	46	non	46	0	2	na
23376	2	non	46	110	2	na
23422	46	non	46	0	2	na
23424	2	non	47	110	2	na
23518	94	non	47	0	2	na
23520	2	non	47	110	2	na
23614	94	non	47	0	2	na
23616	2	non	47	110	2	na
23662	46	non	47	0	2	na
23664	2	non	49	110	2	na
23710	46	non	49	0	2	na
23712	2	non	51	110	2	na
23806	94	non	51	0	2	na
23808	2	non	42	110	2	na
23902	94	non	42	0	2	na
23904	2	non	42	110	2	na
23998	94	non	42	0	2	na
24096	98	non	42	110	2	na
24142	46	non	42	0	2	na
24144	2	non	42	110	2	na
24190	46	non	42	0	2	na
24192	2	non	44	110	2	na
24286	94	non	44	0	2	na
24288	2	non	44	110	2	na
24382	94	non	44	0	2	na
24480	98	non	44	110	2	na
24526	46	non	44	0	2	na
24528	2	non	44	110	2	na
24574	46	non	44	0	2	na
24576	2	non	46	110	2	na
24670	94	non	46	0	2	na
24672	2	non	46	110	2	na
24766	94	non	46	0	2	na
24864	98	non	46	110	2	na
24910	46	non	46	0	2	na
24912	2	non	46	110	2	na
24958	46	non	46	0	2	na
24960	2	non	47	110	2	na
25054	94	non	47	0	2	na
25056	2	non	47	110	2	na
25150	94	non	47	0	2	na
25152	2	non	47	110	2	na
25246	94	non	47	0	2	na
25248	2	non	47	110	2	na
25342	94	non	47	0	2	na
25344	2	non	47	110	2	na
25438	94	non	47	0	2	na
25440	2	non	47	110	2	na
25534	94	non	47	0	2	na
25536	2	non	47	110	2	na
25630	94	non	47	0	2	na
25632	2	non	47	110	2	na
25726	94	non	47	0	2	na
25728	2	non	40	110	2	na
25822	94	non	40	0	2	na
25824	2	non	40	110	2	na
25918	94	non	40	0	2	na
25920	2	non	40	110	2	na
26014	94	non	40	0	2	na
26016	2	non	40	110	2	na
26110	94	non	40	0	2	na
26112	2	non	45	110	2	na
26272	160	non	45	0	2	na
26304	32	non	45	110	2	na
26464	160	non	45	0	2	na
26496	32	non	45	110	2	na
26590	94	non	45	0	2	na
26592	2	non	51	110	2	na
26686	94	non	51	0	2	na
26880	194	non	45	110	2	na
26974	94	non	45	0	2	na
26976	2	non	50	110	2	na
27070	94	non	50	0	2	na
27072	2	non	45	110	2	na
27166	94	non	45	0	2	na
27168	2	non	50	110	2	na
27262	94	non	50	0	2	na
27264	2	non	45	110	2	na
27424	160	non	45	0	2	na
27648	224	non	45	110	2	na
27808	160	non	45	0	2	na
27840	32	non	45	110	2	na
28000	160	non	45	0	2	na
28032	32	non	45	110	2	na
28126	94	non	45	0	2	na
28128	2	non	51	110	2	na
28222	94	non	51	0	2	na
29184	962	non	45	110	2	na
29344	160	non	45	0	2	na
29376	32	non	45	110	2	na
29536	160	non	45	0	2	na
29568	32	non	45	110	2	na
29662	94	non	45	0	2	na
29664	2	non	51	110	2	na
29758	94	non	51	0	2	na
29952	194	non	45	110	2	na
30112	160	non	45	0	2	na
30144	32	non	45	110	2	na
30304	160	non	45	0	2	na
30336	32	non	40	110	2	na
30382	46	non	40	0	2	na
30384	2	non	40	110	2	na
30430	46	non	40	0	2	na
30432	2	non	40	110	2	na
30478	46	non	40	0	2	na
30480	2	non	40	110	2	na
30526	46	non	40	0	2	na
30528	2	non	40	110	2	na
30574	46	non	40	0	2	na
30576	2	non	42	110	2	na
30622	46	non	42	0	2	na
30624	2	non	47	110	2	na
30718	94	non	47	0	2	na
30720	2	non	45	110	2	na
30814	94	non	45	0	2	na
30816	2	non	45	110	2	na
30910	94	non	45	0	2	na
30912	2	non	45	110	2	na
31006	94	non	45	0	2	na
31008	2	non	45	110	2	na
31102	94	non	45	0	2	na
31104	2	non	45	110	2	na
31198	94	non	45	0	2	na
31200	2	non	45	110	2	na
31294	94	non	45	0	2	na
31488	194	non	45	110	2	na
31582	94	non	45	0	2	na
31584	2	non	45	110	2	na
31678	94	non	45	0	2	na
31680	2	non	45	110	2	na
31774	94	non	45	0	2	na
31776	2	non	45	110	2	na
31870	94	non	45	0	2	na
31872	2	non	45	110	2	na
32032	160	non	45	0	2	na
32256	224	non	45	110	2	na
32350	94	non	45	0	2	na
32352	2	non	45	110	2	na
32446	94	non	45	0	2	na
32448	2	non	45	110	2	na
32542	94	non	45	0	2	na
32544	2	non	45	110	2	na
32638	94	non	45	0	2	na
32640	2	non	45	110	2	na
32734	94	non	45	0	2	na
32736	2	non	45	110	2	na
32830	94	non	45	0	2	na
33024	194	non	38	110	2	na
33024	0	non	50	110	2	na
33070	46	non	38	0	2	na
33070	0	non	50	0	2	na
33072	2	non	38	110	2	na
33072	0	non	50	110	2	na
33118	46	non	38	0	2	na
33118	0	non	50	0	2	na
33120	2	non	38	110	2	na
33120	0	non	50	110	2	na
33166	46	non	38	0	2	na
33166	0	non	50	0	2	na
33168	2	non	38	110	2	na
33168	0	non	50	110	2	na
33214	46	non	38	0	2	na
33214	0	non	50	0	2	na
33216	2	non	38	110	2	na
33216	0	non	50	110	2	na
33262	46	non	38	0	2	na
33262	0	non	50	0	2	na
33264	2	non	38	110	2	na
33264	0	non	50	110	2	na
33310	46	non	38	0	2	na
33310	0	non	50	0	2	na
33312	2	non	38	110	2	na
33312	0	non	50	110	2	na
33358	46	non	38	0	2	na
33358	0	non	50	0	2	na
33360	2	non	38	110	2	na
33360	0	non	50	110	2	na
33406	46	non	38	0	2	na
33406	0	non	50	0	2	na
33408	2	non	37	110	2	na
33408	0	non	49	110	2	na
33454	46	non	37	0	2	na
33454	0	non	49	0	2	na
33456	2	non	37	110	2	na
33456	0	non	49	110	2	na
33502	46	non	37	0	2	na
33502	0	non	49	0	2	na
33504	2	non	37	110	2	na
33504	0	non	49	110	2	na
33550	46	non	37	0	2	na
33550	0	non	49	0	2	na
33552	2	non	37	110	2	na
33552	0	non	49	110	2	na
33598	46	non	37	0	2	na
33598	0	non	49	0	2	na
33600	2	non	37	110	2	na
33600	0	non	49	110	2	na
33646	46	non	37	0	2	na
33646	0	non	49	0	2	na
33648	2	non	37	110	2	na
33648	0	non	49	110	2	na
33694	46	non	37	0	2	na
33694	0	non	49	0	2	na
33696	2	non	37	110	2	na
33696	0	non	49	110	2	na
33742	46	non	37	0	2	na
33742	0	non	49	0	2	na
33744	2	non	37	110	2	na
33744	0	non	49	110	2	na
33790	46	non	37	0	2	na
33790	0	non	49	0	2	na
33792	2	non	30	110	2	na
33792	0	non	42	110	2	na
33886	94	non	30	0	2	na
33886	0	non	42	0	2	na
33888	2	non	30	110	2	na
33888	0	non	42	110	2	na
33982	94	non	30	0	2	na
33982	0	non	42	0	2	na
34080	98	non	30	110	2	na
34080	0	non	42	110	2	na
34126	46	non	30	0	2	na
34126	0	non	42	0	2	na
34128	2	non	30	110	2	na
34128	0	non	42	110	2	na
34174	46	non	30	0	2	na
34174	0	non	42	0	2	na
34176	2	non	32	110	2	na
34176	0	non	44	110	2	na
34270	94	non	32	0	2	na
34270	0	non	44	0	2	na
34272	2	non	32	110	2	na
34272	0	non	44	110	2	na
34366	94	non	32	0	2	na
34366	0	non	44	0	2	na
34464	98	non	32	110	2	na
34464	0	non	44	110	2	na
34510	46	non	32	0	2	na
34510	0	non	44	0	2	na
34512	2	non	32	110	2	na
34512	0	non	44	110	2	na
34558	46	non	32	0	2	na
34558	0	non	44	0	2	na
34560	2	non	34	110	2	na
34560	0	non	46	110	2	na
34654	94	non	34	0	2	na
34654	0	non	46	0	2	na
34656	2	non	34	110	2	na
34656	0	non	46	110	2	na
34750	94	non	34	0	2	na
34750	0	non	46	0	2	na
34848	98	non	34	110	2	na
34848	0	non	46	110	2	na
34894	46	non	34	0	2	na
34894	0	non	46	0	2	na
34896	2	non	34	110	2	na
34896	0	non	46	110	2	na
34942	46	non	34	0	2	na
34942	0	non	46	0	2	na
34944	2	non	35	110	2	na
34944	0	non	47	110	2	na
35038	94	non	35	0	2	na
35038	0	non	47	0	2	na
35040	2	non	35	110	2	na
35040	0	non	47	110	2	na
35134	94	non	35	0	2	na
35134	0	non	47	0	2	na
35136	2	non	35	110	2	na
35136	0	non	47	110	2	na
35182	46	non	35	0	2	na
35182	0	non	47	0	2	na
35184	2	non	37	110	2	na
35184	0	non	49	110	2	na
35230	46	non	37	0	2	na
35230	0	non	49	0	2	na
35232	2	non	39	110	2	na
35232	0	non	51	110	2	na
35278	46	non	39	0	2	na
35278	0	non	51	0	2	na
35280	2	non	42	110	2	na
35326	46	non	42	0	2	na
35328	2	non	30	110	2	na
35328	0	non	42	110	2	na
35422	94	non	30	0	2	na
35422	0	non	42	0	2	na
35424	2	non	30	110	2	na
35424	0	non	42	110	2	na
35518	94	non	30	0	2	na
35518	0	non	42	0	2	na
35616	98	non	30	110	2	na
35616	0	non	42	110	2	na
35662	46	non	30	0	2	na
35662	0	non	42	0	2	na
35664	2	non	30	110	2	na
35664	0	non	42	110	2	na
35710	46	non	30	0	2	na
35710	0	non	42	0	2	na
35712	2	non	32	110	2	na
35712	0	non	44	110	2	na
35806	94	non	32	0	2	na
35806	0	non	44	0	2	na
35808	2	non	32	110	2	na
35808	0	non	44	110	2	na
35902	94	non	32	0	2	na
35902	0	non	44	0	2	na
36000	98	non	32	110	2	na
36000	0	non	44	110	2	na
36046	46	non	32	0	2	na
36046	0	non	44	0	2	na
36048	2	non	32	110	2	na
36048	0	non	44	110	2	na
36094	46	non	32	0	2	na
36094	0	non	44	0	2	na
36096	2	non	34	110	2	na
36096	0	non	46	110	2	na
36190	94	non	34	0	2	na
36190	0	non	46	0	2	na
36192	2	non	34	110	2	na
36192	0	non	46	110	2	na
36286	94	non	34	0	2	na
36286	0	non	46	0	2	na
36384	98	non	34	110	2	na
36384	0	non	46	110	2	na
36430	46	non	34	0	2	na
36430	0	non	46	0	2	na
36432	2	non	34	110	2	na
36432	0	non	46	110	2	na
36478	46	non	34	0	2	na
36478	0	non	46	0	2	na
36480	2	non	35	110	2	na
36480	0	non	47	110	2	na
36574	94	non	35	0	2	na
36574	0	non	47	0	2	na
36576	2	non	35	110	2	na
36576	0	non	47	110	2	na
36670	94	non	35	0	2	na
36670	0	non	47	0	2	na
36672	2	non	35	110	2	na
36672	0	non	47	110	2	na
36718	46	non	35	0	2	na
36718	0	non	47	0	2	na
36720	2	non	37	110	2	na
36720	0	non	49	110	2	na
36766	46	non	37	0	2	na
36766	0	non	49	0	2	na
36768	2	non	39	110	2	na
36768	0	non	51	110	2	na
36814	46	non	39	0	2	na
36814	0	non	51	0	2	na
36816	2	non	42	110	2	na
36862	46	non	42	0	2	na
36864	2	non	30	110	2	na
36864	0	non	42	110	2	na
36958	94	non	30	0	2	na
36958	0	non	42	0	2	na
36960	2	non	30	110	2	na
36960	0	non	42	110	2	na
37054	94	non	30	0	2	na
37054	0	non	42	0	2	na
37152	98	non	30	110	2	na
37152	0	non	42	110	2	na
37198	46	non	30	0	2	na
37198	0	non	42	0	2	na
37200	2	non	30	110	2	na
37200	0	non	42	110	2	na
37246	46	non	30	0	2	na
37246	0	non	42	0	2	na
37248	2	non	32	110	2	na
37248	0	non	44	110	2	na
37342	94	non	32	0	2	na
37342	0	non	44	0	2	na
37344	2	non	32	110	2	na
37344	0	non	44	110	2	na
37438	94	non	32	0	2	na
37438	0	non	44	0	2	na
37536	98	non	32	110	2	na
37536	0	non	44	110	2	na
37582	46	non	32	0	2	na
37582	0	non	44	0	2	na
37584	2	non	32	110	2	na
37584	0	non	44	110	2	na
37630	46	non	32	0	2	na
37630	0	non	44	0	2	na
37632	2	non	34	110	2	na
37632	0	non	46	110	2	na
37726	94	non	34	0	2	na
37726	0	non	46	0	2	na
37728	2	non	34	110	2	na
37728	0	non	46	110	2	na
37822	94	non	34	0	2	na
37822	0	non	46	0	2	na
37920	98	non	34	110	2	na
37920	0	non	46	110	2	na
37966	46	non	34	0	2	na
37966	0	non	46	0	2	na
37968	2	non	34	110	2	na
37968	0	non	46	110	2	na
38014	46	non	34	0	2	na
38014	0	non	46	0	2	na
38016	2	non	35	110	2	na
38016	0	non	47	110	2	na
38110	94	non	35	0	2	na
38110	0	non	47	0	2	na
38112	2	non	35	110	2	na
38112	0	non	47	110	2	na
38206	94	non	35	0	2	na
38206	0	non	47	0	2	na
38208	2	non	35	110	2	na
38208	0	non	47	110	2	na
38302	94	non	35	0	2	na
38302	0	non	47	0	2	na
38304	2	non	35	110	2	na
38304	0	non	47	110	2	na
38398	94	non	35	0	2	na
38398	0	non	47	0	2	na
38400	2	non	35	110	2	na
38400	0	non	47	110	2	na
38494	94	non	35	0	2	na
38494	0	non	47	0	2	na
38496	2	non	35	110	2	na
38496	0	non	47	110	2	na
38590	94	non	35	0	2	na
38590	0	non	47	0	2	na
38592	2	non	35	110	2	na
38592	0	non	47	110	2	na
38686	94	non	35	0	2	na
38686	0	non	47	0	2	na
38688	2	non	35	110	2	na
38688	0	non	47	110	2	na
38782	94	non	35	0	2	na
38782	0	non	47	0	2	na
38784	2	non	28	110	2	na
38784	0	non	40	110	2	na
38878	94	non	28	0	2	na
38878	0	non	40	0	2	na
38880	2	non	28	110	2	na
38880	0	non	40	110	2	na
38974	94	non	28	0	2	na
38974	0	non	40	0	2	na
38976	2	non	28	110	2	na
38976	0	non	40	110	2	na
39070	94	non	28	0	2	na
39070	0	non	40	0	2	na
39072	2	non	28	110	2	na
39072	0	non	40	110	2	na
39166	94	non	28	0	2	na
39166	0	non	40	0	2	na
39168	2	non	45	110	2	na
39328	160	non	45	0	2	na
39360	32	non	44	110	2	na
39520	160	non	44	0	2	na
39552	32	non	42	110	2	na
39712	160	non	42	0	2	na
39744	32	non	40	110	2	na
39904	160	non	40	0	2	na
39936	32	non	38	110	2	na
40030	94	non	38	0	2	na
40032	2	non	38	110	2	na
40126	94	non	38	0	2	na
40128	2	non	35	110	2	na
40222	94	non	35	0	2	na
40224	2	non	33	110	2	na
40318	94	non	33	0	2	na
40320	2	non	28	110	2	na
40320	0	non	40	110	2	na
40480	160	non	28	0	2	na
40480	0	non	40	0	2	na
40512	32	non	28	110	2	na
40512	0	non	40	110	2	na
40672	160	non	28	0	2	na
40672	0	non	40	0	2	na
40704	32	non	45	110	2	na
40864	160	non	45	0	2	na
40896	32	non	44	110	2	na
41056	160	non	44	0	2	na
41088	32	non	42	110	2	na
41248	160	non	42	0	2	na
41280	32	non	40	110	2	na
41440	160	non	40	0	2	na
41472	32	non	38	110	2	na
41566	94	non	38	0	2	na
41568	2	non	38	110	2	na
41662	94	non	38	0	2	na
41664	2	non	35	110	2	na
41758	94	non	35	0	2	na
41760	2	non	33	110	2	na
41854	94	non	33	0	2	na
41856	2	non	28	110	2	na
41856	0	non	40	110	2	na
42016	160	non	28	0	2	na
42016	0	non	40	0	2	na
42048	32	non	28	110	2	na
42048	0	non	40	110	2	na
42208	160	non	28	0	2	na
42208	0	non	40	0	2	na
42240	32	non	33	110	2	na
42240	0	non	45	110	2	na
42576	336	non	33	0	2	na
42576	0	non	45	0	2	na
